CustomerID;CustomerName;BillToCustomerID;CustomerCategoryID;BuyingGroupID;PrimaryContactPersonID;AlternateContactPersonID;DeliveryMethodID;DeliveryCityID;PostalCityID;CreditLimit;AccountOpenedDate;StandardDiscountPercentage;IsStatementSent;IsOnCreditHold;PaymentDays;PhoneNumber;FaxNumber;DeliveryRun;RunPosition;WebsiteURL;DeliveryAddressLine1;DeliveryAddressLine2;DeliveryPostalCode;DeliveryLocation;PostalAddressLine1;PostalAddressLine2;PostalPostalCode;LastEditedBy;ValidFrom;ValidTo
168;Tailspin Toys (Seagraves, TX);1;3;1;1335;1336;3;30926;30926;;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.tailspintoys.com/Seagraves;Suite 228;1216 Nilsson Crescent;90453;PO Box 8158;Mookjaiville;90453;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
169;Tailspin Toys (Sinclair, WY);1;3;1;1337;1338;3;31685;31685;;2013-01-01;,000;False;False;7;(307) 555-0100;(307) 555-0101;;;http://www.tailspintoys.com/Sinclair;Unit 88;391 Cindric Boulevard;90401;PO Box 3902;Chirilaville;90401;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
170;Tailspin Toys (Eastchester, NY);1;3;1;1339;1340;3;9932;9932;;2013-01-01;,000;False;False;7;(212) 555-0100;(212) 555-0101;;;http://www.tailspintoys.com/Eastchester;Unit 109;1568 Srisati Boulevard;90031;PO Box 1346;Mishraville;90031;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
171;Tailspin Toys (Ortley Beach, NJ);1;3;1;1341;1342;3;25653;25653;;2013-01-01;,000;False;False;7;(201) 555-0100;(201) 555-0101;;;http://www.tailspintoys.com/OrtleyBeach;Shop 83;834 Mookjai Avenue;90179;PO Box 3587;Ederville;90179;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
172;Tailspin Toys (Madrone, NM);1;3;1;1343;1344;3;20535;20535;;2013-01-01;,000;False;False;7;(505) 555-0100;(505) 555-0101;;;http://www.tailspintoys.com/Madrone;Shop 283;1520 Podnieks Road;90617;PO Box 8414;Blagojevicville;90617;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
173;Tailspin Toys (Wappingers Falls, NY);1;3;1;1345;1346;3;35833;35833;;2013-01-01;,000;False;False;7;(212) 555-0100;(212) 555-0101;;;http://www.tailspintoys.com/WappingersFalls;Unit 235;822 Shasthri Road;90681;PO Box 6487;Zujovicville;90681;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
174;Tailspin Toys (Astor Park, FL);1;3;1;1347;1348;3;1380;1380;;2013-01-01;,000;False;False;7;(239) 555-0100;(239) 555-0101;;;http://www.tailspintoys.com/AstorPark;Unit 37;440 Spousta Street;90179;PO Box 3729;Ribeiroville;90179;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
175;Tailspin Toys (San Acacia, NM);1;3;1;1349;1350;3;30342;30342;;2013-01-01;,000;False;False;7;(505) 555-0100;(505) 555-0101;;;http://www.tailspintoys.com/SanAcacia;Shop 128;435 Lucchesi Boulevard;90445;PO Box 8238;Omelkovaville;90445;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
176;Tailspin Toys (Malott, WA);1;3;1;1351;1352;3;20642;20642;;2013-01-01;,000;False;False;7;(206) 555-0100;(206) 555-0101;;;http://www.tailspintoys.com/Malott;Shop 287;680 Kallas Boulevard;90015;PO Box 4476;Stolinovaville;90015;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
177;Tailspin Toys (Orrtanna, PA);1;3;1;1353;1354;3;25646;25646;;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.tailspintoys.com/Orrtanna;Suite 93;185 Saikkonen Avenue;90008;PO Box 7579;Senville;90008;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
178;Tailspin Toys (Armstrong Creek, WI);1;3;1;1355;1356;3;1207;1207;;2013-01-01;,000;False;False;7;(262) 555-0100;(262) 555-0101;;;http://www.tailspintoys.com/ArmstrongCreek;Suite 139;902 Rozitis Crescent;90397;PO Box 3364;Dikshitville;90397;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
179;Tailspin Toys (Hiteman, IA);1;3;1;1357;1358;3;15610;15610;;2013-01-01;,000;False;False;7;(319) 555-0100;(319) 555-0101;;;http://www.tailspintoys.com/Hiteman;Unit 138;284 Paulet Street;90212;PO Box 1668;Savonheimoville;90212;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
180;Tailspin Toys (Caselton, NV);1;3;1;1359;1360;3;5540;5540;;2013-01-01;,000;False;False;7;(702) 555-0100;(702) 555-0101;;;http://www.tailspintoys.com/Caselton;Suite 206;1839 Hadrabova Crescent;90747;PO Box 1329;Montyville;90747;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
181;Tailspin Toys (Heilwood, PA);1;3;1;1361;1362;3;15118;15118;;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.tailspintoys.com/Heilwood;Suite 25;1846 Hudecova Crescent;90300;PO Box 7354;Zvirbuleville;90300;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
182;Tailspin Toys (Hayes Center, NE);1;3;1;1363;1364;3;14977;14977;;2013-01-01;,000;False;False;7;(308) 555-0100;(308) 555-0101;;;http://www.tailspintoys.com/HayesCenter;Shop 190;1059 Kamasamudram Avenue;90352;PO Box 9957;Vinjamuriville;90352;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
183;Tailspin Toys (Tierra Verde, FL);1;3;1;1365;1366;3;34028;34028;;2013-01-01;,000;False;False;7;(239) 555-0100;(239) 555-0101;;;http://www.tailspintoys.com/TierraVerde;Unit 286;927 Yadav Street;90195;PO Box 6141;Berzinaville;90195;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
184;Tailspin Toys (South Euclid, OH);1;3;1;1367;1368;3;32083;32083;;2013-01-01;,000;False;False;7;(216) 555-0100;(216) 555-0101;;;http://www.tailspintoys.com/SouthEuclid;Unit 31;862 Tomek Avenue;90551;PO Box 7469;Deyville;90551;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
185;Tailspin Toys (Vidrine, LA);1;3;1;1369;1370;3;35355;35355;;2013-01-01;,000;False;False;7;(225) 555-0100;(225) 555-0101;;;http://www.tailspintoys.com/Vidrine;Suite 174;920 Nesic Street;90272;PO Box 3293;Nakhtareville;90272;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
186;Tailspin Toys (Placer, OR);1;3;1;1371;1372;3;27166;27166;;2013-01-01;,000;False;False;7;(458) 555-0100;(458) 555-0101;;;http://www.tailspintoys.com/Placer;Unit 222;1151 De Boulevard;90628;PO Box 5589;Araujoville;90628;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
187;Tailspin Toys (Brown City, MI);1;3;1;1373;1374;3;4291;4291;;2013-01-01;,000;False;False;7;(231) 555-0100;(231) 555-0101;;;http://www.tailspintoys.com/BrownCity;Suite 85;1297 Hrdlickova Boulevard;90503;PO Box 676;Sedlarville;90503;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
188;Tailspin Toys (Premont, TX);1;3;1;1375;1376;3;27840;27840;;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.tailspintoys.com/Premont;Unit 296;54 Matos Street;90375;PO Box 2288;Alfredville;90375;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
189;Tailspin Toys (Wilkes-Barre, PA);1;3;1;1377;1378;3;37194;37194;;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.tailspintoys.com/Wilkes-Barre;Suite 49;1847 Alladi Street;90766;PO Box 5206;Greeceville;90766;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
190;Tailspin Toys (Teutopolis, IL);1;3;1;1379;1380;3;33832;33832;;2013-01-01;,000;False;False;7;(217) 555-0100;(217) 555-0101;;;http://www.tailspintoys.com/Teutopolis;Unit 103;1171 Lukstina Road;90591;PO Box 9500;Krastinsville;90591;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
191;Tailspin Toys (Orchard Hill, GA);1;3;1;1381;1382;3;25552;25552;;2013-01-01;,000;False;False;7;(229) 555-0100;(229) 555-0101;;;http://www.tailspintoys.com/OrchardHill;Suite 169;946 Reddy Street;90698;PO Box 6185;Hosseiniville;90698;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
192;Tailspin Toys (Optimo, NM);1;3;1;1383;1384;3;25505;25505;;2013-01-01;,000;False;False;7;(505) 555-0100;(505) 555-0101;;;http://www.tailspintoys.com/Optimo;Shop 264;978 Edden Street;90080;PO Box 7396;Rautville;90080;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
193;Tailspin Toys (Knifley, KY);1;3;1;1385;1386;3;17931;17931;;2013-01-01;,000;False;False;7;(270) 555-0100;(270) 555-0101;;;http://www.tailspintoys.com/Knifley;Shop 112;1591 Bhowmick Street;90298;PO Box 6626;Sonkarville;90298;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
194;Tailspin Toys (Naples Park, FL);1;3;1;1387;1388;3;23592;23592;;2013-01-01;,000;False;False;7;(239) 555-0100;(239) 555-0101;;;http://www.tailspintoys.com/NaplesPark;Shop 172;1724 Chatterjee Avenue;90386;PO Box 2827;Naiduville;90386;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
195;Tailspin Toys (Lesslie, SC);1;3;1;1389;1390;3;19232;19232;;2013-01-01;,000;False;False;7;(803) 555-0100;(803) 555-0101;;;http://www.tailspintoys.com/Lesslie;Unit 180;1683 Stojkovic Crescent;90771;PO Box 5178;Jaramilloville;90771;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
196;Tailspin Toys (Howells, NE);1;3;1;1391;1392;3;16090;16090;;2013-01-01;,000;False;False;7;(308) 555-0100;(308) 555-0101;;;http://www.tailspintoys.com/Howells;Unit 241;6 Nandamuri Road;90444;PO Box 8794;Atluriville;90444;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
197;Tailspin Toys (Magalia, CA);1;3;1;1393;1394;3;20538;20538;;2013-01-01;,000;False;False;7;(209) 555-0100;(209) 555-0101;;;http://www.tailspintoys.com/Magalia;Suite 176;103 Pulido Road;90226;PO Box 3286;Javaherianville;90226;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
198;Tailspin Toys (Buell, MO);1;3;1;1395;1396;3;4491;4491;;2013-01-01;,000;False;False;7;(314) 555-0100;(314) 555-0101;;;http://www.tailspintoys.com/Buell;Shop 35;804 Nantakarn Road;90113;PO Box 7741;Balazville;90113;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
199;Tailspin Toys (Antonito, CO);1;3;1;1397;1398;3;962;962;;2013-01-01;,000;False;False;7;(303) 555-0100;(303) 555-0101;;;http://www.tailspintoys.com/Antonito;Shop 109;487 Rusl Street;90346;PO Box 554;Seddighville;90346;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
200;Tailspin Toys (Tooele, UT);1;3;1;1399;1400;3;34230;34230;;2013-01-01;,000;False;False;7;(385) 555-0100;(385) 555-0101;;;http://www.tailspintoys.com/Tooele;Suite 264;691 Sonkar Avenue;90100;PO Box 8133;Saucierville;90100;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
201;Tailspin Toys (Skyway, WA);1;3;1;1401;1402;3;31752;31752;;2013-01-01;,000;False;False;7;(206) 555-0100;(206) 555-0101;;;http://www.tailspintoys.com/Skyway;Unit 38;658 Azevedo Lane;90588;PO Box 9810;Lindqvistville;90588;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
401;Wingtip Toys (Head Office);401;3;2;2001;2002;3;25555;25555;;2013-01-01;,000;False;False;7;(303) 555-0100;(303) 555-0101;;;http://www.wingtiptoys.com;Shop 294;1263 Kwak Lane;90625;PO Box 4823;Kopeckaville;90625;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
402;Wingtip Toys (Black Lick, PA);401;3;2;2003;2004;3;3127;3127;;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.wingtiptoys.com/BlackLick;Shop 64;581 Koppel Lane;90477;PO Box 849;Gungorville;90477;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
403;Wingtip Toys (Queen Valley, AZ);401;3;2;2005;2006;3;28129;28129;;2013-01-01;,000;False;False;7;(480) 555-0100;(480) 555-0101;;;http://www.wingtiptoys.com/QueenValley;Suite 56;1750 Lampsa Road;90588;PO Box 6526;Bhowmickville;90588;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
404;Wingtip Toys (Penns Creek, PA);401;3;2;2007;2008;3;26579;26579;;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.wingtiptoys.com/PennsCreek;Suite 191;834 Poddar Avenue;90195;PO Box 588;Ayhanville;90195;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
405;Wingtip Toys (Bourbonnais, IL);401;3;2;2009;2010;3;3659;3659;;2013-01-01;,000;False;False;7;(217) 555-0100;(217) 555-0101;;;http://www.wingtiptoys.com/Bourbonnais;Suite 139;510 Dumina Boulevard;90582;PO Box 4631;Thakurville;90582;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
406;Wingtip Toys (Tuscaloosa, AL);401;3;2;2011;2012;3;34633;34633;;2013-01-01;,000;False;False;7;(205) 555-0100;(205) 555-0101;;;http://www.wingtiptoys.com/Tuscaloosa;Suite 287;581 Ioveanu Crescent;90011;PO Box 4740;Stejskalovaville;90011;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
407;Wingtip Toys (Mooringsport, LA);401;3;2;2013;2014;3;22903;22903;;2013-01-01;,000;False;False;7;(225) 555-0100;(225) 555-0101;;;http://www.wingtiptoys.com/Mooringsport;Unit 248;104 Nutiu Crescent;90387;PO Box 6968;Kauppiville;90387;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
408;Wingtip Toys (Rockwall, TX);401;3;2;2015;2016;3;29320;29320;;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.wingtiptoys.com/Rockwall;Shop 141;1414 Correa Road;90500;PO Box 6966;Martenssonville;90500;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
409;Wingtip Toys (Orick, CA);401;3;2;2017;2018;3;25581;25581;;2013-01-01;,000;False;False;7;(209) 555-0100;(209) 555-0101;;;http://www.wingtiptoys.com/Orick;Unit 301;1612 TunC Avenue;90329;PO Box 3616;Deville;90329;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
410;Wingtip Toys (Bernstein, TX);401;3;2;2019;2020;3;2791;2791;;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.wingtiptoys.com/Bernstein;Shop 130;1921 Bose Boulevard;90314;PO Box 3096;Kreslinaville;90314;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
411;Wingtip Toys (Edmund, WI);401;3;2;2021;2022;3;10134;10134;;2013-01-01;,000;False;False;7;(262) 555-0100;(262) 555-0101;;;http://www.wingtiptoys.com/Edmund;Suite 96;910 Hrdlickova Crescent;90777;PO Box 8399;Chavvaville;90777;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
412;Wingtip Toys (Bozeman Hot Springs, MT);401;3;2;2023;2024;3;3762;3762;;2013-01-01;,000;False;False;7;(406) 555-0100;(406) 555-0101;;;http://www.wingtiptoys.com/BozemanHotSprings;Suite 252;1639 Deb Lane;90708;PO Box 5579;Abbasiville;90708;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
413;Wingtip Toys (Truscott, TX);401;3;2;2025;2026;3;34519;34519;;2013-01-01;,000;False;False;7;(210) 555-0100;(210) 555-0101;;;http://www.wingtiptoys.com/Truscott;Suite 14;1572 Mudaliyar Lane;90010;PO Box 2799;Longoville;90010;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
414;Wingtip Toys (Rose Tree, PA);401;3;2;2027;2028;3;29530;29530;;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.wingtiptoys.com/RoseTree;Unit 212;1837 Vasiljevic Boulevard;90710;PO Box 736;Avotinaville;90710;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
415;Wingtip Toys (Leathersville, GA);401;3;2;2029;2030;3;18983;18983;;2013-01-01;,000;False;False;7;(229) 555-0100;(229) 555-0101;;;http://www.wingtiptoys.com/Leathersville;Unit 77;1555 Negi Crescent;90402;PO Box 6423;Pellandville;90402;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
416;Wingtip Toys (Necedah, WI);401;3;2;2031;2032;3;23707;23707;;2013-01-01;,000;False;False;7;(262) 555-0100;(262) 555-0101;;;http://www.wingtiptoys.com/Necedah;Unit 41;1732 Diaz Road;90049;PO Box 8950;Sykorovaville;90049;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
417;Wingtip Toys (Chetek, WI);401;3;2;2033;2034;3;6313;6313;;2013-01-01;,000;False;False;7;(262) 555-0100;(262) 555-0101;;;http://www.wingtiptoys.com/Chetek;Shop 144;310 Benipal Lane;90193;PO Box 6215;Saucedoville;90193;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
418;Wingtip Toys (Yaak, MT);401;3;2;2035;2036;3;37969;37969;;2013-01-01;,000;False;False;7;(406) 555-0100;(406) 555-0101;;;http://www.wingtiptoys.com/Yaak;Unit 144;1588 Kohout Crescent;90284;PO Box 2888;Ibrahimagicville;90284;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
419;Wingtip Toys (Compass Lake, FL);401;3;2;2037;2038;3;7343;7343;;2013-01-01;,000;False;False;7;(239) 555-0100;(239) 555-0101;;;http://www.wingtiptoys.com/CompassLake;Suite 150;1050 Tu Boulevard;90212;PO Box 4790;Mitraville;90212;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
420;Wingtip Toys (Herlong, CA);401;3;2;2039;2040;3;15248;15248;;2013-01-01;,000;False;False;7;(209) 555-0100;(209) 555-0101;;;http://www.wingtiptoys.com/Herlong;Suite 127;1386 Lucescu Lane;90358;PO Box 9990;Lo Ducaville;90358;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
421;Wingtip Toys (Highland Home, AL);401;3;2;2041;2042;3;15434;15434;;2013-01-01;,000;False;False;7;(205) 555-0100;(205) 555-0101;;;http://www.wingtiptoys.com/HighlandHome;Unit 17;1985 Flamand Lane;90035;PO Box 9523;Pasekville;90035;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
422;Wingtip Toys (Naches, WA);401;3;2;2043;2044;3;23542;23542;;2013-01-01;,000;False;False;7;(206) 555-0100;(206) 555-0101;;;http://www.wingtiptoys.com/Naches;Unit 42;323 Buecek Crescent;90729;PO Box 5748;Jiville;90729;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
423;Wingtip Toys (Baldwin City, KS);401;3;2;2045;2046;3;1811;1811;;2013-01-01;,000;False;False;7;(316) 555-0100;(316) 555-0101;;;http://www.wingtiptoys.com/BaldwinCity;Unit 30;295 Rosberg Avenue;90351;PO Box 3602;Phungville;90351;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
424;Wingtip Toys (Heartwell, NE);401;3;2;2047;2048;3;15057;15057;;2013-01-01;,000;False;False;7;(308) 555-0100;(308) 555-0101;;;http://www.wingtiptoys.com/Heartwell;Unit 77;1910 Stavinohova Crescent;90298;PO Box 4446;Saarville;90298;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
425;Wingtip Toys (Bethel Acres, OK);401;3;2;2049;2050;3;2862;2862;;2013-01-01;,000;False;False;7;(405) 555-0100;(405) 555-0101;;;http://www.wingtiptoys.com/BethelAcres;Shop 203;631 Zahradnicek Avenue;90530;PO Box 1447;Karacaville;90530;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
426;Wingtip Toys (Willow Valley, AZ);401;3;2;2051;2052;3;37316;37316;;2013-01-01;,000;False;False;7;(480) 555-0100;(480) 555-0101;;;http://www.wingtiptoys.com/WillowValley;Unit 294;2001 Lee Boulevard;90041;PO Box 6844;Mudaliyarville;90041;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
427;Wingtip Toys (Athol Springs, NY);401;3;2;2053;2054;3;1417;1417;;2013-01-01;,000;False;False;7;(212) 555-0100;(212) 555-0101;;;http://www.wingtiptoys.com/AtholSprings;Shop 205;840 Rezaei Lane;90285;PO Box 5076;Semjonovville;90285;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
428;Wingtip Toys (Paw Paw Lake, MI);401;3;2;2055;2056;3;26376;26376;;2013-01-01;,000;False;False;7;(231) 555-0100;(231) 555-0101;;;http://www.wingtiptoys.com/PawPawLake;Shop 245;1097 Grabensek Street;90635;PO Box 8877;Wimmerville;90635;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
429;Wingtip Toys (Lilbourn, MO);401;3;2;2057;2058;3;19405;19405;;2013-01-01;,000;False;False;7;(314) 555-0100;(314) 555-0101;;;http://www.wingtiptoys.com/Lilbourn;Shop 191;435 Vladu Crescent;90025;PO Box 1819;Maciasville;90025;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
430;Wingtip Toys (Lost River, ID);401;3;2;2059;2060;3;20043;20043;;2013-01-01;,000;False;False;7;(208) 555-0100;(208) 555-0101;;;http://www.wingtiptoys.com/LostRiver;Unit 63;506 Dikshit Lane;90272;PO Box 3090;Kitjakarnville;90272;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
431;Wingtip Toys (Rosa S�nchez, PR);401;3;2;2061;2062;3;29490;29490;;2013-01-01;,000;False;False;7;(787) 555-0100;(787) 555-0101;;;http://www.wingtiptoys.com/RosaS�nchez;Unit 193;583 Aluri Road;90726;PO Box 8106;Srbovaville;90726;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
432;Wingtip Toys (Vamo, FL);401;3;2;2063;2064;3;35078;35078;;2013-01-01;,000;False;False;7;(239) 555-0100;(239) 555-0101;;;http://www.wingtiptoys.com/Vamo;Unit 102;1523 Lukes Lane;90333;PO Box 5111;Fierroville;90333;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
433;Wingtip Toys (Balko, OK);401;3;2;2065;2066;3;1820;1820;;2013-01-01;,000;False;False;7;(405) 555-0100;(405) 555-0101;;;http://www.wingtiptoys.com/Balko;Shop 262;430 Paulet Crescent;90584;PO Box 5586;Knihtilaville;90584;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
434;Wingtip Toys (Lime Lake, NY);401;3;2;2067;2068;3;19434;19434;;2013-01-01;,000;False;False;7;(212) 555-0100;(212) 555-0101;;;http://www.wingtiptoys.com/LimeLake;Unit 111;983 Cavalcante Street;90667;PO Box 442;Rajuville;90667;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
435;Wingtip Toys (Teutopolis, IL);401;3;2;2069;2070;3;33832;33832;;2013-01-01;,000;False;False;7;(217) 555-0100;(217) 555-0101;;;http://www.wingtiptoys.com/Teutopolis;Unit 83;1871 Grabensek Road;90269;PO Box 8744;Johanssonville;90269;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
436;Wingtip Toys (Gargatha, VA);401;3;2;2071;2072;3;12680;12680;;2013-01-01;,000;False;False;7;(276) 555-0100;(276) 555-0101;;;http://www.wingtiptoys.com/Gargatha;Shop 233;1362 Gajula Road;90752;PO Box 3498;Magnussonville;90752;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
437;Wingtip Toys (Cadogan, PA);401;3;2;2073;2074;3;4860;4860;;2013-01-01;,000;False;False;7;(215) 555-0100;(215) 555-0101;;;http://www.wingtiptoys.com/Cadogan;Shop 111;1266 Aggarwal Road;90357;PO Box 8876;Almeidaville;90357;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
438;Wingtip Toys (Lucasville, OH);401;3;2;2075;2076;3;20189;20189;;2013-01-01;,000;False;False;7;(216) 555-0100;(216) 555-0101;;;http://www.wingtiptoys.com/Lucasville;Unit 47;857 Bose Avenue;90391;PO Box 8276;Srbovaville;90391;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
439;Wingtip Toys (Cylon, WI);401;3;2;2077;2078;3;8306;8306;;2013-01-01;,000;False;False;7;(262) 555-0100;(262) 555-0101;;;http://www.wingtiptoys.com/Cylon;Suite 36;1673 Pokorna Avenue;90266;PO Box 9530;Larameeville;90266;1;2013-01-01T00:00:00.0000000;9999-12-31T23:59:59.9999999;9999-12-31T23:59:59.9999999
